user,item,rating,timestamp
0,30,1.0,51
2,30,1.0,51
25,30,1.0,51
59,30,1.0,51
60,30,1.0,51
63,30,1.0,51
69,30,1.0,51
91,30,1.0,51
111,30,1.0,51
134,30,1.0,51
176,30,1.0,51
179,30,1.0,51
184,30,1.0,51
197,30,1.0,51
208,30,1.0,51
245,30,1.0,51
247,30,1.0,51
255,30,1.0,51
335,30,1.0,51
367,30,1.0,51
397,30,1.0,51
404,30,1.0,51
413,30,1.0,51
418,30,1.0,51
419,30,1.0,51
446,30,1.0,51
453,30,1.0,51
464,30,1.0,51
499,30,1.0,51
500,30,1.0,51
526,30,1.0,51
534,30,1.0,51
548,30,1.0,51
552,30,1.0,51
592,30,1.0,51
603,30,1.0,51
605,30,1.0,51
630,30,1.0,51
633,30,1.0,51
641,30,1.0,51
646,30,1.0,51
661,30,1.0,51
710,30,1.0,51
726,30,1.0,51
729,30,1.0,51
767,30,1.0,51
797,30,1.0,51
875,30,1.0,51
912,30,1.0,51
976,30,1.0,51
990,30,1.0,51
1013,30,1.0,51
1042,30,1.0,51
1055,30,1.0,51
1081,30,1.0,51
1089,30,1.0,51
1095,30,1.0,51
1096,30,1.0,51
1113,30,1.0,51
1116,30,1.0,51
1119,30,1.0,51
1132,30,1.0,51
1194,30,1.0,51
1201,30,1.0,51
1206,30,1.0,51
1243,30,1.0,51
1279,30,1.0,51
1304,30,1.0,51
1306,30,1.0,51
1344,30,1.0,51
1350,30,1.0,51
1357,30,1.0,51
1381,30,1.0,51
1420,30,1.0,51
1469,30,1.0,51
1541,30,1.0,51
1583,30,1.0,51
1650,30,1.0,51
1670,30,1.0,51
1682,30,1.0,51
1698,30,1.0,51
1702,30,1.0,51
1745,30,1.0,51
1747,30,1.0,51
1797,30,1.0,51
1852,30,1.0,51
354,31,1.0,52
501,31,1.0,52
559,31,1.0,52
937,31,1.0,52
942,31,1.0,52
1074,31,1.0,52
1110,31,1.0,52
1422,31,1.0,52
1498,31,1.0,52
1509,31,1.0,52
1520,31,1.0,52
1541,31,1.0,52
1545,31,1.0,52
1548,31,1.0,52
1725,31,1.0,52
1818,31,1.0,52
0,32,1.0,53
2,32,1.0,53
3,32,1.0,53
31,32,1.0,53
40,32,1.0,53
98,32,1.0,53
173,32,1.0,53
182,32,1.0,53
226,32,1.0,53
292,32,1.0,53
334,32,1.0,53
342,32,1.0,53
368,32,1.0,53
377,32,1.0,53
395,32,1.0,53
402,32,1.0,53
408,32,1.0,53
426,32,1.0,53
455,32,1.0,53
500,32,1.0,53
559,32,1.0,53
578,32,1.0,53
592,32,1.0,53
596,32,1.0,53
644,32,1.0,53
665,32,1.0,53
698,32,1.0,53
707,32,1.0,53
739,32,1.0,53
748,32,1.0,53
771,32,1.0,53
819,32,1.0,53
821,32,1.0,53
846,32,1.0,53
849,32,1.0,53
884,32,1.0,53
901,32,1.0,53
907,32,1.0,53
915,32,1.0,53
953,32,1.0,53
954,32,1.0,53
977,32,1.0,53
997,32,1.0,53
1001,32,1.0,53
1025,32,1.0,53
1063,32,1.0,53
1118,32,1.0,53
1143,32,1.0,53
1242,32,1.0,53
1337,32,1.0,53
1342,32,1.0,53
1350,32,1.0,53
1422,32,1.0,53
1496,32,1.0,53
1512,32,1.0,53
1560,32,1.0,53
1593,32,1.0,53
1606,32,1.0,53
1639,32,1.0,53
1643,32,1.0,53
1685,32,1.0,53
1702,32,1.0,53
1721,32,1.0,53
1747,32,1.0,53
1777,32,1.0,53
1814,32,1.0,53
1829,32,1.0,53
1857,32,1.0,53
0,33,1.0,54
59,33,1.0,54
122,33,1.0,54
262,33,1.0,54
409,33,1.0,54
559,33,1.0,54
739,33,1.0,54
887,33,1.0,54
997,33,1.0,54
1110,33,1.0,54
1422,33,1.0,54
1444,33,1.0,54
1545,33,1.0,54
1721,33,1.0,54
0,34,1.0,55
11,34,1.0,55
18,34,1.0,55
21,34,1.0,55
26,34,1.0,55
45,34,1.0,55
50,34,1.0,55
51,34,1.0,55
68,34,1.0,55
71,34,1.0,55
90,34,1.0,55
93,34,1.0,55
105,34,1.0,55
111,34,1.0,55
123,34,1.0,55
126,34,1.0,55
128,34,1.0,55
129,34,1.0,55
130,34,1.0,55
131,34,1.0,55
137,34,1.0,55
140,34,1.0,55
211,34,1.0,55
214,34,1.0,55
217,34,1.0,55
223,34,1.0,55
226,34,1.0,55
233,34,1.0,55
234,34,1.0,55
237,34,1.0,55
252,34,1.0,55
257,34,1.0,55
277,34,1.0,55
303,34,1.0,55
305,34,1.0,55
309,34,1.0,55
311,34,1.0,55
315,34,1.0,55
316,34,1.0,55
322,34,1.0,55
326,34,1.0,55
337,34,1.0,55
360,34,1.0,55
370,34,1.0,55
375,34,1.0,55
383,34,1.0,55
384,34,1.0,55
385,34,1.0,55
387,34,1.0,55
390,34,1.0,55
397,34,1.0,55
424,34,1.0,55
436,34,1.0,55
443,34,1.0,55
445,34,1.0,55
447,34,1.0,55
451,34,1.0,55
459,34,1.0,55
460,34,1.0,55
462,34,1.0,55
463,34,1.0,55
464,34,1.0,55
466,34,1.0,55
467,34,1.0,55
468,34,1.0,55
483,34,1.0,55
488,34,1.0,55
491,34,1.0,55
495,34,1.0,55
498,34,1.0,55
527,34,1.0,55
530,34,1.0,55
539,34,1.0,55
542,34,1.0,55
548,34,1.0,55
557,34,1.0,55
562,34,1.0,55
564,34,1.0,55
568,34,1.0,55
572,34,1.0,55
585,34,1.0,55
587,34,1.0,55
599,34,1.0,55
606,34,1.0,55
617,34,1.0,55
621,34,1.0,55
629,34,1.0,55
635,34,1.0,55
637,34,1.0,55
650,34,1.0,55
660,34,1.0,55
664,34,1.0,55
669,34,1.0,55
678,34,1.0,55
681,34,1.0,55
692,34,1.0,55
703,34,1.0,55
716,34,1.0,55
717,34,1.0,55
731,34,1.0,55
733,34,1.0,55
744,34,1.0,55
754,34,1.0,55
770,34,1.0,55
784,34,1.0,55
785,34,1.0,55
792,34,1.0,55
803,34,1.0,55
812,34,1.0,55
823,34,1.0,55
828,34,1.0,55
833,34,1.0,55
871,34,1.0,55
872,34,1.0,55
879,34,1.0,55
882,34,1.0,55
897,34,1.0,55
911,34,1.0,55
912,34,1.0,55
915,34,1.0,55
931,34,1.0,55
935,34,1.0,55
940,34,1.0,55
951,34,1.0,55
957,34,1.0,55
961,34,1.0,55
971,34,1.0,55
973,34,1.0,55
993,34,1.0,55
1003,34,1.0,55
1004,34,1.0,55
1007,34,1.0,55
1017,34,1.0,55
1027,34,1.0,55
1030,34,1.0,55
1031,34,1.0,55
1032,34,1.0,55
1061,34,1.0,55
1077,34,1.0,55
1078,34,1.0,55
1086,34,1.0,55
1087,34,1.0,55
1111,34,1.0,55
1117,34,1.0,55
1118,34,1.0,55
1129,34,1.0,55
1133,34,1.0,55
1135,34,1.0,55
